lid,lat,lon,name,cwa,elev,obtype
ALSC05,33.482,-86.307,Pell City 5.7SSW,FFC,0,Mesonet
ALSC06,33.583,-86.463,Moody 2.0ESE,FFC,0,Mesonet
ALSH01,33.148,-86.776,Calera 3.5NNW,FFC,0,Mesonet
ALSH02,33.463,-86.587,Lake Purdy 5.8ENE,FFC,0,Mesonet
ALSH05,33.438,-86.676,Lake Purdy 0.6NNE,FFC,0,Mesonet
ALSH06,33.281,-86.83,Helena 1.4ESE,FFC,0,Mesonet
ALSV2,36.938,-80.746,ALLISONIA,RNK,1875,DCP
ALTG02,33.444,-86.311,Vincent 7.0NE,FFC,0,Mesonet
ALTG03,33.486,-85.994,Munford 5.0SSE,FFC,0,Mesonet
ALTG06,33.224,-86.32,Bon Air 2.8SSE,FFC,0,Mesonet
ALTG1,33.826,-84.496,Atlanta Bolton,FFC,885,COOP
ALTK2,38.183,-83.217,Sandy Hook,JKL,1120,Mesonet
ALTP05,32.848,-85.856,Jacksons Gap 3.4SW,FFC,0,Mesonet
ALTP09,32.972,-85.94,Alexander City 3.1N,FFC,0,Mesonet
ALTS01,33.288,-87.137,Lakeview 0.5SSW,FFC,0,Mesonet
ALTS03,33.079,-87.401,Holt 11.4SSE,FFC,0,Mesonet
ALTT1,35.432,-85.717,Altamont,OHX,1855,DCP
ALTV2,37.111,-79.285,ALTAVISTA,RNK,510,DCP
ALVW2,37.938,-80.197,ALVON 3 NNW IF,RNK,1980,Mesonet
ALWK01,33.898,-87.233,Jasper 3.8NE,FFC,0,Mesonet
ALWK03,33.82,-87.301,Jasper 2.8SW,FFC,0,Mesonet
ALWX01,31.965,-87.639,Pine Hill 3.6WSW,FFC,0,Mesonet
ALWX02,32.017,-87.29,Camden 1.0NNE,FFC,0,Mesonet
AMDAN,33.719,-84.399,Atlanta McDaniel,FFC,0,Mesonet
AMIG1,34.546,-84.277,AMICALOLA FALLS 1W,FFC,1465,DCP
AMRG1,32.06,-84.232,Americus,FFC,490,COOP
AND,34.495,-82.709,ANDERSON REGIONAL AP,GSP,760,ASOS/AWOS
ANDA1,34.91,-87.27,Anderson COOP,HUN,0,Mesonet
ANDN7,32.208,-83.83,ANDREWS,MRX,0,Mesonet
ANDS1,34.528,-82.661,ANDERSON,GSP,800,Mesonet
ANDT1,35.003,-85.897,Anderson,HUN,0,DCP
ANORA,33.769,-84.424,Atlanta North Avenue,FFC,0,Mesonet
ANTS1,34.256,-82.566,ANTREVILLE,GSP,675,Mesonet
ANTT1,36.082,-86.681,Antioch,OHX,472.6,UNKNOWN
ANVN7,35.206,-83.818,VALLEY RIVER AT ANDREWS,MRX,0,Mesonet
ANWG1,33.701,-84.687,Douglasville,FFC,860,DCP
ANYW2,37.92,-80.227,ANTHONY CREEK SG IFLOWS,RNK,1938,Mesonet
AP016,35.39,-86.2,Tullahoma,FFC,0,Mesonet
AP386,34.09,-84.37,Mountain Park 3E,FFC,0,Mesonet
AP387,33.87,-84.51,Smyrna,FFC,0,Mesonet
AP388,33.86,-84.09,Snellville,FFC,0,Mesonet
AP392,33.702,-84.733,Douglasville,FFC,1020,Mesonet
AP394,33.43,-84.57,Peachtree City,FFC,0,Mesonet
AP395,33.34,-84.45,Fayetteville 6S,FFC,0,Mesonet
AP521,34.15,-84.11,Buford St. Fish Hatchery,FFC,0,Mesonet
AP526,34.71,-83.44,Tallulah Falls,FFC,0,Mesonet
AP720,33.66,-84.16,Lithonia,FFC,0,Mesonet
AP742,33.592,-84.05,Magnet,FFC,0,Mesonet
AP772,33.89,-84.59,Marietta 6SW,FFC,0,Mesonet
AP913,33.89,-84.59,Ball Ground,FFC,0,Mesonet
APEV2,37.517,-79.51,APPLE ORCHARD IFLOWS,RNK,4225,Mesonet
APHG1,34.051,-84.269,Alpharetta,FFC,960.8,DCP
APLV2,36.898,-82.788,APPALACHIA,MRX,0,DCP
APPLD,33.755,-84.559,Atlanta Phillip Lee Drive,FFC,0,Mesonet
APTNR,33.739,-84.479,Atlanta Peyton Road,FFC,0,Mesonet
APXV2,37.356,-78.831,APPOMATTOX COOP,RNK,910,Mesonet
AR082,33.96,-84.46,Marietta 4E,FFC,0,Mesonet
AR156,34.42,-84.53,Rich Mountain,FFC,0,Mesonet
AR243,30.78,-84.87,Donalsonville,FFC,0,Mesonet
AR333,35.92,-85.07,Crossville 3SW,FFC,0,Mesonet
AR355,34.22,-84.55,Holly Springs,FFC,0,Mesonet
AR372,33.87,-84.42,Vinings 2E,FFC,0,Mesonet
AR426,34.56,-84.29,Dahlonega,FFC,0,Mesonet
AR471,33.51,-82.14,Ropers Crossroads,FFC,0,Mesonet
AR599,33.58,-82.16,Evans,FFC,0,Mesonet
AR649,34.02,-83.98,Lawrenceville,FFC,0,Mesonet
AR704,33.51,-82.12,Martinez 3SW,FFC,0,Mesonet
AR901,31.88,-84.28,Smithville,FFC,0,Mesonet
AR926,31.09,-81.42,Jekyll Island,FFC,0,Mesonet
AR956,34.98,-83.4,Rabun Gap,FFC,0,Mesonet
AR980,33.95,-84.42,Sandy Springs,FFC,0,Mesonet
ARCG1,34.361,-85.14,Armuchee,FFC,590,DCP
ARDT1,34.996,-86.818,Ardmore BOP,HUN,960,Mesonet
ARICK,33.869,-84.379,Rickenbacker,FFC,0,Mesonet
ARIW2,37.494,-81.246,ARISTA IFLOWS,RNK,3100,Mesonet
ARJK2,36.809,-83.644,Pineville,JKL,1027,Mesonet
ARKN7,35.02,-80.838,#31 ELON HOMES AT ARDREY-KELL RD,GSP,670,Mesonet
ARMCR,33.823,-84.456,Atlanta RM Clayton,FFC,0,Mesonet
ARMG1,34.372,-85.264,Armuchee,FFC,637,DCP
ARMT1,34.992,-86.856,ARDMORE,OHX,885,Mesonet
AROXR,33.846,-84.349,Atlanta Roxboro Road,FFC,0,Mesonet
ARRN7,36.404,-80.562,ARARAT R. AT ARARAT,RNK,1060,DCP
ARTT1,36.542,-83.63,Arthur TN,MRX,1044,UNKNOWN
ARVV2,37.703,-78.378,SLATE R. NR ARVONIA,RNK,0,DCP
AS054,34.083,-83.667,Braselton,FFC,0,Mesonet
AS096,33.58,-84.05,Magnet,FFC,0,Mesonet
AS188,35.13,-85.2,Hixson,FFC,0,Mesonet
AS305,35.43,-85.79,Altamont,FFC,0,Mesonet
AS348,33.88,-83.38,Watkinsville,FFC,0,Mesonet
AS642,33.948,-84.844,Dallas,FFC,939,Mesonet
ASCTK,33.791,-84.511,Atlanta Sandy Creek Trunk,FFC,0,Mesonet
ASHN7,35.504,-82.597,BENT CREEK,GSP,2110,Mesonet
ASHT1,36.323,-87.228,CHEATHAM DAM TAILWATER,OHX,355,DCP
ASTG1,33.721,-84.615,Austell 6S,FFC,740,DCP
ASTLL,33.84,-84.63,Austell,FFC,0,Mesonet
ATAG1,33.696,-84.28,Atlanta Regional Hos,FFC,770,COOP
ATANY,33.78,-84.397,Atlanta Tanyard,FFC,0,Mesonet
ATF13,33.742,-84.347,Atlanta Fire #13,FFC,308,Mesonet
ATF16,33.763,-84.422,Atlanta Fire #16,FFC,283,Mesonet
ATF22,33.777,-84.451,Atlanta Fire #22,FFC,269,Mesonet
ATF26,33.837,-84.42,Atlanta Fire #26,FFC,261,Mesonet
ATHA1,34.777,-86.951,Athens COOP,HUN,680,Mesonet
ATHNS,35.43,-84.61,Athens,FFC,0,Mesonet
ATL,33.63,-84.442,Atlanta Hartsfield Airport,FFC,1010,UNKNOWN
ATLHS,33.88,-84.41,Vinings 2NE,FFC,0,Mesonet
ATLNN,33.767,-84.447,Walter White MS,FFC,874,Mesonet
ATNA1,34.752,-86.823,Capshaw / Athens,HUN,626.3,DCP
ATNG1,33.819,-84.403,Bisty Grant,FFC,830,COOP
ATOG1,34.442,-83.516,Alto,FFC,0,Mesonet
ATTLL,34.02,--86.09,Attalla,FFC,0,Mesonet
AUGDC,33.48,-81.96,Fort Discovery,FFC,0,Mesonet
AUSG1,33.776,-84.616,Austell,FFC,857,UNKNOWN
AVL,35.432,-82.537,ASHEVILLE REG AP,GSP,2117,ASOS/AWOS
AVLN7,35.609,-82.579,ASHEVILLE,GSP,1950,DCP
AWRN7,35.139,-80.911,SUGAR CRK @ ARROWOOD ROAD #6549,GSP,578,Mesonet
AYSG1,31.251,-82.313,Waycross 4NE,FFC,0,DCP
BAKN7,36.016,-82.159,BAKERSVILLE,GSP,2585,DCP
BALG1,34.311,-84.403,Ball Ground,FFC,920,DCP
BALLG,34.35,-84.38,Ball Ground,FFC,0,Mesonet
BALN7,35.45,-83.067,BALSAM AHOS,GSP,3110,Mesonet
BALT1,36.3,-82.817,BAILEYTON,MRX,0,Mesonet
BALW2,37.475,-80.762,BALLARD IFLOWS,RNK,2159,Mesonet
BAMT1,36.5,-82.617,KINGSPORT,MRX,0,Mesonet
BANV2,37.268,-80.71,WALKER CREEK,RNK,1666,DCP
BAPV2,36.867,-82.783,BIG STONE GAP,MRX,0,Mesonet
BARN7,35.76,-82.433,BARNARDSVILLE 2 SE,GSP,2320,Mesonet
BASV2,36.77,-80.0,SMITH RIVER AT BASSETT,RNK,753,DCP
BAXG1,31.939,-82.354,Baxley 12N,FFC,0,DCP
BAXK2,36.861,-83.325,Baxter,JKL,1147,Mesonet
BBBV2,36.742,-80.003,BLACKBERRY BRDG IFLOWS,RNK,770,Mesonet
BBCA1,34.723,-86.602,Broglan Branch / Clinton Ave,HUN,0,DCP
BBCG1,33.738,-84.191,Stone Mountain,FFC,816,DCP
BBCK2,36.848,-83.903,Barbourville,JKL,0,DCP
BBGS1,35.124,-81.588,BLACKSBURG,GSP,550,DCP
BBGV2,37.202,-80.413,BLACKSBURG NWS,RNK,2100,Mesonet
BBKN7,35.379,-83.018,BOB'S KNOB,GSP,5712,Mesonet
BBKT1,36.148,-82.101,BURBANK,TN,MRX,UNKNOWN
BBRK2,37.709,-83.132,Salyersville,JKL,1100,Mesonet
BBRN7,35.682,-80.607,BARBER 3 S DCP,GSP,678,DCP
BBVK2,36.863,-83.888,Barbourville,JKL,990,DCP
BCAK2,37.634,-83.716,Beattyville,JKL,1080,Mesonet
BCB,37.208,-80.408,VA TECH AIRPORT,RNK,2132,ASOS/AWOS
BCBV2,36.632,-82.134,BEAVER CREEK AT BRISTOL,MRX,0,Mesonet
BCCT1,36.251,-87.333,Barton Creek,OHX,426.2,DCP
BCDN7,35.241,-83.073,BEAR CREEK DAM,GSP,2363,Mesonet
BCDV2,36.838,-82.672,BIG STONE GAP - BIG CHERRY DAM,MRX,0,Mesonet
BCHN7,36.188,-81.874,BEECH MTN,GSP,5053,Mesonet
BCKV2,37.227,-79.868,BACK CREEK NEAR DUNDEE,RNK,835,DCP
BCLN7,35.175,-80.831,BRIAR CK @ COLONY RD #6504,GSP,598,Mesonet
BCLV2,36.642,-82.111,BEAVER CREEK LAKE NEAR BRISTOL,MRX,0,DCP
BCPN7,36.093,-81.634,BAILEY CAMP,GSP,3200,Mesonet
BCPT1,36.018,-84.052,BEAVER CREEK AT POWELL,TN,MRX,UNKNOWN
BCRA1,34.399,-87.988,Bear Creek Dam HW,HUN,0,DCP
BCRK2,37.161,-83.558,Manchester,JKL,1200,Mesonet
BCRV2,37.12,-80.784,BACK CREEK IFLOWS,RNK,2660,Mesonet
BCTA1,34.398,-87.994,Bear Creek Dam TW,HUN,0,DCP
BCVN7,35.451,-82.287,BAT CAVE,GSP,1470,Mesonet
BCVV2,38.042,-79.881,JACKSON RIVER NEAR BACOVA,RNK,1639,DCP
BCWN7,35.489,-83.456,BRYSON CITY WELL,GSP,1719,DCP
BCYV2,37.029,-80.025,BLACKWATER/CALW IFLOWS,RNK,1189,Mesonet
BDBK2,37.286,-82.816,Hindman,JKL,1920,Mesonet
BDCN7,35.481,-82.697,BEAVERDAM CREEK,GSP,2560,Mesonet
BDFV2,37.347,-79.523,BEDFORD - CLOSED,RNK,975,Mesonet
BDGN7,35.62,-82.829,BEAVERDAM GAP,GSP,3680,Mesonet
BDHK2,38.354,-83.882,Flemingsburg,JKL,960,Mesonet
BDMS1,34.987,-81.008,BIG DUTCHMAN CREEK,GSP,512,DCP
BDTG1,34.16,-84.076,Buford Dam TW,FFC,0,DCP
BDTV2,36.851,-83.024,BENEDICT,MRX,0,Mesonet
BDXT1,36.183,-86.832,Bordeaux,OHX,0,Mesonet
BECV2,37.536,-78.825,BENT CREEK,RNK,381.4,DCP
BEDV2,37.38,-79.561,BEDFORD COOP,RNK,1220,Mesonet
BEKK2,36.73,-83.772,Pineville,JKL,2285,Mesonet
BEKN7,36.161,-81.885,BANNER ELK DCP,GSP,3490,DCP
BELG1,33.974,-82.77,BROAD RVR 3 S FORTSONIA,GSP,357,DCP
BELN7,36.162,-81.874,BANNER ELK COOP,GSP,3770,Mesonet
BELS1,34.601,-82.434,LEE STEAM PLANT,GSP,660,Mesonet
BELT1,36.054,-86.928,Bellevue,OHX,541,DCP
BENN7,35.493,-82.611,BENT CREEK @ BENT CRK GAP RD,GSP,2070,DCP
BERA1,34.172,-86.695,Berlin,HUN,0,DCP
BESN7,35.306,-81.235,BESSEMER CITY 3 NE,GSP,830,DCP
BETN7,35.653,-82.406,BEETREE CK NR SWANNANOA,GSP,2728,DCP
BETT1,36.464,-86.328,Bethpage,OHX,540,UNKNOWN
BFCG1,33.821,-84.275,Clarkston,FFC,840,DCP
BFDT1,36.108,-86.683,Berry Field,Nashville,OHX,UNKNOWN
BFFK2,37.2,-83.183,Hazard,JKL,2037,Mesonet
BFLK2,37.383,-83.633,Booneville,JKL,1340,Mesonet
BFMV2,36.777,-80.517,BUFFALO MTN. IFLOWS,RNK,2820,Mesonet
BFOG1,32.891,-82.961,Oconee,FFC,191.3,DCP
BFSV2,36.983,-81.883,Belfast,MRX,0,Mesonet
BFYG1,32.939,-81.503,Millhaven 9ENE,FFC,0,DCP
BGBK2,36.917,-82.9,Cumberland,JKL,4140,Mesonet
BGCK2,37.16,-83.563,Big Creek,JKL,980,Mesonet
BGDG1,34.375,-84.347,Nelson,FFC,950,DCP
BGF,35.178,-86.067,Winchester AWOS,HUN,0,ASOS/AWOS
BGIV2,37.544,-79.403,HOLCOMB ROCK COOP,RNK,575,Mesonet
BGLT1,35.817,-85.036,BIG LICK,OHX,0,DCP
BGPN7,35.647,-82.299,MONTREAT ON FLAT CREEK BELOW LAKE SUSAN,GSP,2702,Mesonet
BGRK2,37.285,-82.987,Big Branch,JKL,1760,Mesonet
BGWA1,34.438,-85.767,Fort Payne (Highway 35),HUN,0,DCP
BHBK2,38.439,-83.649,Beechburg,JKL,900,Mesonet
BHCG1,33.661,-83.928,Milstead,FFC,620,DCP
BHFA1,34.344,-87.338,BANKHEAD NATIONAL FOREST RAWS,HUN,0,DCP
BHMN7,36.122,-81.916,NEWLAND,GSP,3560,Mesonet
BHNK2,37.95,-82.517,Inez,JKL,1060,Mesonet
BIGG1,33.815,-83.99,Snellville,FFC,860,DCP
BIGN7,36.012,-82.64,BIG CREEK CARMEN,GSP,2169,Mesonet
BIRN7,35.461,-83.354,BIRDTOWN,GSP,1843,DCP
BKBK2,38.347,-83.455,Morehead,JKL,900,Mesonet
BKCG1,33.835,-84.257,Tucker,FFC,999,DCP
BKCV2,38.069,-79.897,BACK CRK - MTN GROVE DCP,RNK,1701.5,DCP
BKHV2,36.717,-82.067,ABINGDON,MRX,0,Mesonet
BKMK2,36.783,-83.517,Blackmont,JKL,1140,Mesonet
BKMN7,35.607,-82.359,BLACK MOUNTAIN 2 W,GSP,2290,Mesonet
BKMV2,36.917,-82.867,APPALACHIA,MRX,0,Mesonet
BKSV2,38.245,-79.769,BACK CREEK NEAR SUNRISE DCP,RNK,2215,DCP
BLAN7,35.299,-82.624,BLANTYRE,GSP,2150,DCP
BLAS1,35.138,-81.611,GASTON SHOALS,GSP,505.2,DCP
BLAV2,37.045,-79.844,BLACKWATER RIVER NEAR ROCKY MOUNT,RNK,900,DCP
BLBV2,36.751,-80.089,BLACKBERRY CREEK IFLOWS,RNK,1220,Mesonet
BLCV2,37.908,-78.938,DEVILS KNOB IFLOWS,RNK,3440,Mesonet
BLDG1,33.989,-84.187,Berkeley Lake Dam,FFC,970,DCP
BLDT1,35.682,-85.273,BLEDSOE STATE FOREST,MRX,1800,DCP
BLEW2,37.244,-81.244,BLUEFIELD IFLOWS,RNK,2572,Mesonet
BLF,37.3,-81.217,BLUEFIELD FAA AIRPOR,RNK,2870,ASOS/AWOS
BLFW2,37.262,-81.209,BLUEFIELD COOP,RNK,2830,DCP
BLGG1,34.333,-84.47,Ball Ground,FFC,1175,COOP
BLGN7,36.147,-81.703,BLOWING ROCK 1NW COOP,RNK,3850,DCP
BLGV2,37.202,-80.417,BLACKSBURG IFLOWS,RNK,2090,Mesonet
BLHK2,37.477,-83.323,Jackson,JKL,1282,Mesonet
BLKK2,36.891,-82.916,Black Mountain,JKL,4077,Mesonet
BLLW2,37.64,-80.888,BLUESTONE DAM DCP,RNK,1360,DCP
BLMA1,34.691,-86.882,Belle Mina,HUN,600,Mesonet
BLNV2,37.1,-81.116,BLAND COOP,RNK,2000,Mesonet
BLRG1,34.854,-83.944,Blairsville,FFC,1917,COOP
BLRN7,35.891,-82.179,BLUE ROCK,GSP,2620,Mesonet
BLSN7,35.433,-83.079,BALSAM GAP,GSP,3370,Mesonet
BLTN7,35.568,-82.545,BILTMORE,GSP,1977,DCP
BLTS1,34.521,-82.498,BELTON,GSP,0,Mesonet
BLTT1,36.583,-82.317,BLOUNTVILLE,MRX,0,Mesonet
BLUA1,34.788,-86.599,WF Pinhook Ck / Blue Springs Rd.,HUN,0,DCP
BLUG1,34.867,-84.317,Blue Ridge,FFC,1840,COOP
BLUW2,37.641,-80.883,BLUESTONE LAKE,RNK,1390,Mesonet
BLVG1,34.845,-83.939,Blairsville,FFC,1812,DCP
BLWK2,37.171,-84.296,Billows,JKL,805,DCP
BLWN7,35.303,-82.628,BLANTYRE WELL,GSP,2147.1,DCP
BMCT1,36.15,-82.5,BUMPASS COVE,MRX,0,Mesonet
BMCV2,36.642,-82.564,BIG MOCCASIN CREEK AT GATE CITY,MRX,1276,Mesonet
BMDT1,36.102,-86.868,Belle Meade Near Harding Place,OHX,0,Mesonet
BMGN7,35.708,-82.275,BLACK MOUNTAIN GAP,GSP,5160,Mesonet
BMPN7,35.608,-82.334,BLACK MOUNTAIN PARK,GSP,2282,Mesonet
BNA,36.117,-86.7,NASHVILLE INTERNATIONAL AIRPORT,OHX,597,ASOS/AWOS
BNAA1,34.67,-87.317,Courtland,HUN,537.6,DCP
BNAT1,36.127,-86.703,Nashville,OHX,570,COOP
BNCA1,34.683,-88.028,Cherokee (Bone Cave),HUN,0,DCP
BNCT1,36.157,-86.925,BELLS BEND NATURE CENTER,OHX,0,Mesonet
BNDT1,35.876,-87.098,BENDING CHESTNUT,OHX,0,DCP
BNDV2,37.105,-81.107,BLAND DCP,RNK,2000,DCP
BNHV2,36.721,-83.101,BEN HUR,MRX,0,Mesonet
BNKN7,36.174,-81.638,BLACKBURN KNOB IFLOWS,RNK,4000,Mesonet
BNNV2,37.531,-79.679,BUCHANAN,RNK,803,DCP
BNPV2,37.309,-80.366,BRUSH MTN. RAWS,RNK,2878,DCP
BNSN7,35.175,-80.648,#32 BAIN ELEM SCHOOL,GSP,720,Mesonet
BNST1,36.357,-83.354,BEAN STATION,MRX,0,Mesonet
BOCT1,35.156,-84.595,Benton,MRX,1835,Mesonet
BOCV2,37.364,-79.419,BIG OTTER RIVER nr BEDFORD,RNK,647,DCP
BOKN7,35.193,-80.936,#04 FIRE STATION 30 AT BELLE OAKS RD,GSP,710,Mesonet
BOLG1,33.01,-83.716,Dames Ferry,FFC,0,DCP
BONK2,37.488,-83.668,Booneville,JKL,1120,Mesonet
BONN7,36.196,-81.67,BOONE RG (TVA),RNK,3900,DCP
BOOK2,37.48,-83.675,Booneville,JKL,643,DCP
BOON7,36.211,-81.644,BOONE 1 SE COOP,RNK,3360,DCP
BOOT1,36.441,-82.436,BOONE DAM - JOHNSON CITY,MRX,1300,DCP
BORT1,36.218,-86.82,Bordeaux,OHX,0,DCP
BOZA1,34.201,-86.163,Boaz,HUN,1070,Mesonet
BPGT1,36.486,-86.31,Bethpage,OHX,560,DCP
BPPA1,34.483,-86.052,Bucks Pocket State Park,HUN,0,Mesonet
BPRV2,38.195,-79.57,BULLPASTURE RIVER AT WILLIAMSVILLE,VA,RNK,UNKNOWN
BPTK2,37.722,-83.515,Campton,JKL,1340,Mesonet
BPYT1,36.183,-86.865,Briley Pkwy At Cockrill Bend,OHX,0,DCP
BRAA1,34.89,-86.6,Meridianville 3 NW AAMU SCAN,HUN,798,DCP
BRBN7,35.718,-80.596,BARBER/ SECOND CREEK,GSP,642,DCP
BRCN7,35.443,-83.44,BRYSON CITY COOP,GSP,2028,Mesonet
BRCT1,36.114,-83.988,Bullrun Creek near Halls Crossroads,MRX,0,Mesonet
BRDG1,34.881,-84.282,Blue Ridge Dam,FFC,1840,DCP
BREN7,35.228,-82.736,BREVARD COOP,GSP,2220,Mesonet
BRES1,34.856,-82.462,BEREA DOT SHED,GSP,957,Mesonet
BREV2,37.7,-78.3,BREMO BLUFF,RNK,225,Mesonet
BRFN7,35.409,-80.794,#26 BRADFORD AIRFIELD,GSP,648,Mesonet
BRGT1,35.968,-88.086,Mt. Moriah Birdsong Resort and Marina,OHX,380,COOP
BRIG1,32.933,-81.651,Hilltonia 4N,FFC,0,DCP
BRIN7,35.206,-80.806,BRIAR CRK BLW EDWARDS BR #6534,GSP,629.5,Mesonet
BRIT1,36.517,-82.25,BRISTOL,MRX,0,Mesonet
BRIV2,36.621,-82.15,BRISTOL,MRX,0,Mesonet
BRKV2,37.068,-78.952,BROOKNEAL COOP,RNK,428,Mesonet
BRLG1,34.883,-84.283,Blue Ridge Dam,FFC,1590,Mesonet
BRNN7,35.808,-82.359,BARNARDSVILLE,GSP,3425,Mesonet
BRNTS,32.99,-82.81,Sandersville,FFC,0,Mesonet
BRNV2,37.845,-78.928,BRENT GAP IFLOWS,RNK,1210,Mesonet
BROV2,37.041,-78.951,BROOKNEAL,RNK,352,DCP
BRPA1,34.979,-85.801,Bridgeport (Russell Cave),HUN,670,Mesonet
BRPN7,35.182,-80.82,BRIAR CK @ PROVIDENCE RD #6539,GSP,607.5,Mesonet
BRSG1,34.803,-83.71,Helen 7N,FFC,0,DCP
BRSS1,34.883,-82.301,BRUSHY CRK NR GRNVL,GSP,827,DCP
BRST1,36.019,-84.159,BULL RUN STEAM - OAKRIDGE,MRX,0,DCP
BRTG1,34.352,-84.206,Barrettsville,FFC,980,DCP
BRTT1,35.992,-86.778,Brentwood,OHX,707,COOP
BRUN7,35.167,-80.837,TRIB TO BRIAR CK AT RUNNYMEDE LANE #6543,GSP,584.6,Mesonet
BRUS1,34.885,-82.301,PAVILION,GSP,972,Mesonet
BRUV2,37.301,-80.399,BRUSH MTN IFLOWS,RNK,2730,Mesonet
BRUW2,37.694,-80.346,BRUSHY MTN IFLOWS,RNK,3180,Mesonet
BRVG1,34.841,-83.936,Blairsville,FFC,1813,DCP
BRVK2,36.85,-83.883,Barbourville,JKL,943,Mesonet
BRVV2,37.271,-81.305,BLUESTONE RIVER AT FALLS MILLS,RNK,2325,DCP
BRWN7,35.743,-81.837,BRIDGEWATER,GSP,1100,Mesonet
BRXA1,31.145,-87.052,Brewton HCN-M,HUN,0,DCP
BRYN7,35.429,-83.434,BRYSON CITY,GSP,2028,Mesonet
BSAK2,37.75,-82.633,Big Sandy,JKL,1180,DCP
BSAT1,36.235,-88.091,Big Sandy,OHX,365,COOP
BSBA1,34.749,-86.447,Brownsboro,HUN,0,DCP
BSCK2,37.218,-82.573,BIG SHELBY,JKL,1480,Mesonet
BSFN7,35.137,-83.816,BIG STAMP FIRE TWR,MRX,0,Mesonet
BSFT1,36.475,-84.654,BIG SOUTH FORK,MRX,1450,DCP
BSGN7,35.242,-82.873,BALSAM GROVE,GSP,2880,Mesonet
BSGV2,36.869,-82.776,POWELL RIVER AT BIG STONE GAP,VA,MRX,UNKNOWN
BSKN7,35.753,-82.183,BUSICK RAWS,GSP,2892,DCP
BSPN7,35.211,-81.698,BOILING SPRINGS,GSP,638.3,DCP
BSRV2,37.218,-81.347,BLUESTONE IFLOWS,RNK,2522,Mesonet
BSTT1,36.449,-82.109,BRISTOL,MRX,0,Mesonet
BSTV2,36.85,-82.8,BIG STONE GAP,MRX,1464,Mesonet
BSYN7,35.708,-82.883,BETSY GAP,GSP,3080,Mesonet
BTCG1,34.017,-84.643,Kennesaw,FFC,960,DCP
BTCN7,35.04,-83.959,BRASSTOWN CREEK AT BRASSTOWN,NC,MRX,UNKNOWN
BTDN7,35.642,-82.4,BEETREE DAM,GSP,2720,DCP
BTHV2,36.689,-81.271,BETHEL IFLOWS,RNK,3210,Mesonet
BTKK2,37.584,-83.342,Jackson,JKL,1353,Mesonet
BTNN7,35.682,-82.401,BEETREE RAIN,GSP,3433,Mesonet
BTRN7,35.206,-80.552,#29 CLEAR CK SCOUT CAMP,GSP,551,Mesonet
BTTK2,37.467,-83.7,Beattyville,JKL,1160,Mesonet
BUCG1,34.516,-84.06,Buckhorn Tavern,FFC,1270.8,DCP
BUCK2,37.333,-83.467,Buckhorn Lake,JKL,936,Mesonet
BUCV2,37.528,-79.677,BUCHANAN COOP,RNK,880,Mesonet
BUEG1,32.318,-84.52,Buena Vista,FFC,660,COOP
BUEV2,36.689,-80.374,BUSTED ROCK #2 IFLOWS,RNK,2690,Mesonet
BUFG1,34.157,-84.079,Buford,FFC,912,DCP
BUFRD,34.114,-83.996,Buford MS,FFC,1163,Mesonet
BUKV2,37.544,-78.511,BUCKINGHAM COOP,RNK,552,Mesonet
BULT1,36.467,-82.017,BULADEEN,MRX,0,Mesonet
BUNN7,35.925,-82.269,BURNSVILLE AG,GSP,2800,Mesonet
BURT1,36.065,-87.283,BURNS RAWS,OHX,0,DCP
BURV2,37.093,-81.336,BURKES GARDEN COOP,RNK,3300,Mesonet
BUSV2,36.677,-80.374,BUSTED ROCK #1 IFLOWS,RNK,2760,Mesonet
BUTG1,32.653,-84.186,Butler,FFC,625,COOP
BUTV2,37.369,-80.623,BUTT MTN IFLOWS,RNK,4200,Mesonet
BUVV2,37.727,-79.363,BUENA VISTA COOP,RNK,830,Mesonet
BVCK2,37.572,-82.756,Martin,JKL,660,Mesonet
BVDG1,34.145,-82.862,BEAVERDAM CK NR ELBERTON,GSP,0,DCP
BVDN7,35.237,-82.722,BREVARD DCP,GSP,2115,DCP
BVLG1,32.196,-83.902,Byromville,FFC,286,DCP
BVRG1,34.919,-84.832,Beaverdale,FFC,740,COOP
BVRN7,35.17,-80.988,BEAVERDAM CK ABV WINDY GAP RD #6532,GSP,567.7,DCP
BVSV2,37.762,-79.392,BUENA VISTA RIVER,RNK,847,DCP
BWCN7,35.447,-82.381,BEARWALLOW CREEK,GSP,2900,Mesonet
BWDG1,33.493,-85.279,Bowdon,FFC,920,Mesonet
BWG,36.964,-86.419,Bowling Green,KY ASOS,OHX,UNKNOWN
BWGN7,36.176,-81.87,BOWERS GAP,GSP,4180,Mesonet
BWKG1,33.788,-83.474,Bostwick,FFC,544.1,UNKNOWN
BWKV2,36.767,-82.783,BIG STONE GAP,MRX,0,Mesonet
BWLW2,37.319,-81.32,BRAMWELL IFLOWS,RNK,2496,Mesonet
BWMN7,35.461,-82.357,BEARWALLOW TOWER,GSP,4232,Mesonet
BWNG1,33.493,-85.279,Bowden,FFC,920,DCP
BWNV2,37.941,-79.352,BROWNSBURG COOP,RNK,1250,Mesonet
BXTK2,36.861,-83.327,Baxter,JKL,1164,Mesonet
BXYG1,31.714,-82.388,Baxley 5SW,FFC,0,DCP
BYBV2,36.833,-83.076,BONNY BLUE,MRX,0,Mesonet
