lid,lat,lon,name,cwa,elev,obtype
CHARM187,34.776,-86.78,Fletcher/CHARM Site 187 (Madison 5.3 NNW),HUN,717,Mesonet
CHARM188,34.954,-86.82,Coulter/CHARM Site 188 (Ardmore 2.2 SSE),HUN,851,Mesonet
CHARM20,34.752,-86.577,C. Miller/CHARM Site 20 (Huntsville 4.2 NE),HUN,693,Mesonet
CHARM24,34.434,-86.915,Mach/CHARM Site 24 (Hartselle 1.4 E),HUN,660,Mesonet
CHARM29,34.639,-86.544,Beuchler/CHARM Site 29 (Huntsville 6.7 SE),HUN,635,Mesonet
CHARM3,34.653,-86.581,Meyer/CHARM Site 3 (Huntsville 4.5 SE),HUN,580,Mesonet
CHARM32,34.726,-86.563,Welch/CHARM Site 32 (Huntsville 3.9 ENE),HUN,660,Mesonet
CHARM33,34.81,-86.72,Crosson/CHARM Site 33 (Harvest 3.6 SSE),HUN,800,Mesonet
CHARM36,34.639,-86.521,Chou/CHARM Site 36 (Huntsville 7.7 SE),HUN,740,Mesonet
CHARM38,34.718,-86.664,Lu/CHARM Site 38 (Huntsville 2.2 WNW),HUN,693,Mesonet
CHARM4,34.601,-86.54,Jedlovec/CHARM Site 4 (Owens Crossroads 4.7 WNW),HUN,595,Mesonet
CHARM43,34.629,-86.556,Christy/CHARM Site 43 (Huntsville 7.0 SE),HUN,860,Mesonet
CHARM45,34.661,-86.558,Rickman/CHARM Site 45 (Huntsville 5.1 SE),HUN,660,Mesonet
CHARM53,34.644,-86.506,Koczor/CHARM Site 53 (Hampton Cove 1.8 SW),HUN,690,Mesonet
CHARM6,34.784,-86.754,Smith/CHARM Site 6 (Capshaw 2.3 ENE),HUN,780,Mesonet
CHARM7,34.948,-86.636,Moss/CHARM Site 7 (Hazel Green 4.3 WNW),HUN,829,Mesonet
CHARM82,34.794,-86.771,Sarratt/CHARM Site 82 (Harvest 4.4 SSW),HUN,800,Mesonet
CHAT1,35.056,-85.306,Chattanooga at Walnut St. Bridge,MRX,621.1,DCP
CHATO,35.05,-85.33,Chattanooga 4SW,FFC,0,Mesonet
CHATT,35.04,-85.22,Chattanooga 2SW,FFC,0,Mesonet
CHCG1,34.743,-84.881,Keiths Mill near Dalton,FFC,670,DCP
CHCK2,37.792,-83.277,West Liberty,JKL,1030,Mesonet
CHDS1,33.663,-82.19,Thurmond Dam,FFC,380,Mesonet
CHEN7,35.45,-83.933,ANDREWS TVA,GSP,1110,Mesonet
CHET1,36.324,-87.224,CHEATHAM LOCK AND DAM,OHX,392,COOP
CHFN7,35.281,-83.913,CHESTNUT FLATS,GSP,4300,Mesonet
CHFS1,35.031,-81.493,CHEROKEE FALLS 3 S,GSP,412.2,DCP
CHGG1,34.64,-83.522,CHATTOOGA #1 RAWS,GSP,1450,DCP
CHGN7,35.08,-83.63,SHOOTING CREEK,MRX,0,Mesonet
CHGPS,35.06,-85.3,Chattanooga 2W,FFC,0,Mesonet
CHHT1,36.521,-82.737,CHURCH HILL,MRX,0,DCP
CHICK,34.87,-85.29,Chickamauga,FFC,0,Mesonet
CHIG1,34.866,-85.289,Chickamauga,FFC,0,DCP
CHKN7,35.62,-83.207,ROUND BOTTOM CG RAWS NPS,GSP,3400,DCP
CHKT1,35.014,-85.211,Chickamauga TN,MRX,644,UNKNOWN
CHLK2,37.784,-84.103,College Hill,JKL,600,DCP
CHLT1,35.295,-84.76,HIWASSEE AT CHARLESTON,MRX,0,Mesonet
CHMV2,36.822,-79.411,CHATHAM COOP,RNK,640,Mesonet
CHOG1,34.8,-83.9,Choestoe,FFC,0,DCP
CHON7,35.333,-83.817,CHEOAH RAWS,GSP,2100,DCP
CHOT1,35.677,-83.483,Cherokee Orchard,MRX,2567,Mesonet
CHPT1,36.314,-87.228,CHEATHAM DAM HEADWATER,OHX,0,DCP
CHRT1,35.056,-85.307,TENNESSEE RIVER AT CHATTANOOGA (BACKUP GAGE),MRX,0,DCP
CHRV2,37.072,-78.693,CHARLOTTE COURTHOUSE COOP,RNK,590,Mesonet
CHSA1,34.823,-86.481,Chase,HUN,640.4,DCP
CHSK2,37.733,-83.95,Irvine,JKL,1440,Mesonet
CHSV2,36.622,-79.91,CHESTNUT KNOB IFLOWS,RNK,1100,Mesonet
CHTK2,37.138,-83.58,Cherry Tree / Peabody,JKL,1709,DCP
CHTMG,35.03,-85.26,Chattanooga 2S,FFC,0,Mesonet
CHTNA,35.05,-85.33,Chattanooga 4SW,FFC,0,Mesonet
CHTT1,35.282,-84.773,CHARLESTON,MRX,0,DCP
CHTTN,35.08,-85.26,Chattanooga,FFC,0,Mesonet
CHTWT,34.88,-84.8,Cohutta,FFC,0,Mesonet
CHYN7,35.208,-80.801,#66 CHANTILLY ELEM,GSP,670,Mesonet
CIRV2,36.714,-80.334,CIRCLE M IFLOWS,RNK,3020,Mesonet
CITT1,35.367,-84.033,TELLICO PLAINS,MRX,0,Mesonet
CKCN7,35.414,-80.752,CLARKE CK NR HARRISBURG #6533,GSP,610,Mesonet
CKDT1,35.102,-85.228,Chickamauga Dam,MRX,0,Mesonet
CKEN7,35.571,-83.243,CHEROKEE 8 NE,GSP,0,DCP
CKMG1,34.866,-85.289,CHICKAMAUGA,MRX,0,Mesonet
CKRT1,36.548,-87.357,Clarksville,OHX,382,COOP
CKSV2,37.004,-80.873,CASEKNIFE STN IFLOWS,RNK,2300,Mesonet
CKTT1,35.103,-85.233,Chickamauga Dam Tailwater,MRX,0,Mesonet
CKV,36.536,-87.365,CLARKSVILLE OUTLAW FIELD AIRPORT,OHX,0,ASOS/AWOS
CKVT1,36.522,-87.378,Clarksville,OHX,0,UNKNOWN
CKYT1,36.219,-82.703,Chuckey,MRX,1500,Mesonet
CLAT1,36.554,-85.514,Celina,OHX,489,UNKNOWN
CLBG1,32.663,-85.091,Bartlett's Ferry Dam,FFC,0,Mesonet
CLBT1,35.664,-87.033,Columbia,OHX,0,DCP
CLCN7,35.208,-80.58,CLEAR CREEK @ SR3181 #6530,GSP,558.3,Mesonet
CLCT1,36.103,-84.718,CLEAR CREEK AT LILLY BRIDGE NEAR SUNBRIGHT,MRX,0,Mesonet
CLEN7,35.697,-80.623,CLEVELAND,GSP,825,Mesonet
CLES1,34.66,-82.824,CLEMSON AG WX OFFICE,GSP,824,Mesonet
CLET1,35.184,-84.821,CLEVELAND,MRX,0,DCP
CLEVL,35.16,-84.88,Cleveland,FFC,0,Mesonet
CLFG1,32.427,-83.644,Clinchfield,FFC,0,DCP
CLFK2,37.0,-83.8,Barbourville,JKL,1440,Mesonet
CLFT1,35.373,-87.984,Clifton,OHX,440,DCP
CLGK2,37.347,-83.774,Booneville,JKL,1280,Mesonet
CLHG1,34.483,-84.967,Calhoun,FFC,655,COOP
CLKG1,34.616,-83.543,CLARKESVILLE,GSP,1390,Mesonet
CLKT1,36.5,-87.333,Clarksville,OHX,496,COOP
CLLG1,34.182,-84.796,Cartersville,FFC,730,COOP
CLLT1,35.163,-87.745,Collinwood,OHX,0,DCP
CLLV2,37.074,-80.585,CLAYTOR DAM DCP,RNK,0,DCP
CLMG1,32.518,-84.938,Columbus STN #2,FFC,405,Mesonet
CLMT1,35.345,-85.696,Coalmont,OHX,0,UNKNOWN
CLNCL,34.26,--85.87,Collinsville,FFC,0,Mesonet
CLNG1,34.862,-83.41,CLAYTON 1 SSW,GSP,1915,Mesonet
CLNT1,35.388,-87.986,Clifton,OHX,0,Mesonet
CLPG1,34.614,-84.671,Carters Lake Dam,FFC,0,DCP
CLRG1,33.597,-83.081,Clermont,FFC,1315,COOP
CLRN7,35.278,-80.893,#05 CMUD @ BROOKSHIRE BLVD,GSP,813,Mesonet
CLSK2,36.85,-83.333,Clover Street,JKL,1180,Mesonet
CLSS1,34.635,-81.521,SANTUCK,GSP,520,Mesonet
CLT,35.214,-80.944,CHAR-DOUG INTL AP,GSP,720,ASOS/AWOS
CLTG1,34.614,-84.675,Carters Lake TW,FFC,0,DCP
CLTT1,35.545,-84.05,CHILHOWEE,MRX,830,Mesonet
CLUG1,32.721,-84.233,Carsonville Hwy. 19,FFC,334.5,UNKNOWN
CLVA1,34.233,-85.983,Collinsville,HUN,0,Mesonet
CLVG1,34.586,-83.766,Cleveland,FFC,1590,COOP
CLVLN,35.13,-84.85,Waterville,FFC,0,Mesonet
CLVV2,36.945,-82.155,Cleveland VA,MRX,1500,COOP
CLWN7,35.185,-80.872,#60 COLLINSWOOD ELEM SCHOOL,GSP,735,Mesonet
CMBK2,36.974,-82.994,Cumberland,JKL,1420,DCP
CMBT1,35.644,-87.088,Columbia,OHX,650,COOP
CMD,34.27,-86.858,Vinemont-Cullman AP,HUN,0,ASOS/AWOS
CMDT1,36.066,-88.169,CAMDEN TOWERS RAWS,OHX,0,DCP
CMFK2,36.833,-84.35,Cumberland Falls,JKL,830,DCP
CMGG1,34.156,-84.219,Cumming,FFC,1007.8,DCP
CMGK2,37.994,-83.89,Camargo,JKL,800,Mesonet
CMHV2,37.256,-81.182,CUMBERLAND HTS IFLOWS,RNK,3700,Mesonet
CMLG1,31.21,-84.24,Camilla,FFC,0,Mesonet
CMMG1,34.158,-84.072,Buford Dam,FFC,1035,DCP
CMNA1,34.746,-86.574,Dallas Branch / Coleman St.,HUN,640,DCP
CMPV2,36.763,-81.27,CAMP IFLOWS,RNK,3550,Mesonet
CMRG1,34.2,-83.516,Commerce,FFC,720,DCP
CMTN7,35.591,-82.291,CHRISTMOUNT RAIN,GSP,3465,Mesonet
CMTT1,36.047,-88.076,CAMDEN,OHX,0,DCP
CMUG1,32.453,-84.995,Columbus,FFC,183.1,DCP
CNAK2,37.6,-82.367,Canada,JKL,1600,Mesonet
CNCG1,33.629,-83.799,Alcovy,FFC,660,DCP
CNCK2,37.883,-83.783,Stanton,JKL,1225,Mesonet
CNDG1,34.872,-84.721,Crandall,FFC,889,DCP
CNES1,35.132,-81.968,CHESNEE 7 WSW,GSP,748,Mesonet
CNFT1,36.106,-85.838,CENTER HILL DAM,OHX,0,DCP
CNHA1,34.915,-87.86,Central Heights,HUN,0,Mesonet
CNNG1,34.24,-84.495,Canton,FFC,844.6,UNKNOWN
CNRN7,35.751,-82.308,CANE RIDGE,GSP,3900,Mesonet
CNSA1,34.19,-86.8,Cullman Ag Site USDA SCAN,HUN,799,DCP
CNTA1,34.73,-86.593,Pinhook Creek / Clinton Ave.,HUN,592.6,DCP
CNTG1,33.533,-85.117,Carrollton 4SW,FFC,0,DCP
CNTN7,35.704,-82.77,CANTO,GSP,2037,Mesonet
CNTT1,35.808,-87.438,Centerville,OHX,634,DCP
CNVT1,35.784,-87.46,Centerville,OHX,447.8,DCP
CO166,34.88,-83.87,Blairsville 5NE,FFC,0,Mesonet
CO616,33.95,-84.36,Sandy Springs 2NNE,FFC,0,Mesonet
CO814,34.51,-84.34,Jasper 6NE,FFC,0,Mesonet
COAT1,35.369,-85.7,Coalmont,OHX,1856,COOP
COBG1,33.709,-84.239,Decatur,FFC,790,DCP
CODN7,35.504,-80.736,CODDLE CRK AT SR 1612 NR DAVIDSON,GSP,650,DCP
COEV2,36.932,-82.477,COEBURN,MRX,0,Mesonet
COFN7,35.146,-80.927,COFFEY CK @ HWY 49  #6522,GSP,565.7,Mesonet
COHG1,34.922,-84.659,Cisco 5SE,FFC,0,DCP
COHT1,36.292,-85.939,CORDELL HULL HEADWATER,OHX,0,DCP
COHV2,37.083,-80.133,COPPER HILL COOP,RNK,2720,Mesonet
COKN7,35.423,-80.899,#62 COOKSON DAIRY FARM,GSP,730,Mesonet
COLK2,37.056,-84.493,COLO,JKL,1240,Mesonet
COLT1,35.618,-87.032,Columbia,OHX,535.3,DCP
COMG1,34.263,-83.489,Commerce,FFC,750,COOP
CONT1,35.029,-84.724,CONASAUGA,MRX,0,Mesonet
CONV2,37.283,-78.959,CONCORD COOP,RNK,640,Mesonet
COOG1,34.202,-85.448,Coosa 7SW,FFC,549.5,DCP
COOT1,36.107,-85.505,Cookeville,OHX,1090,UNKNOWN
COPN7,36.341,-80.686,FISHER R. NR COPELAND,RNK,913,DCP
COPV2,37.114,-80.134,COPPER HILL IFLOWS,RNK,2600,Mesonet
CORES,33.27,-84.31,Griffin,FFC,0,Mesonet
CORG1,34.518,-83.529,CORNELIA,GSP,1470,Mesonet
CORK2,36.95,-84.1,Corbin,JKL,1050,DCP
CORT1,36.283,-85.925,CORDELL HULL DAM,OHX,445,DCP
COVG1,33.597,-83.844,Covington,FFC,770,COOP
COVN7,35.423,-82.112,LAKE LURE 5 E,GSP,815,DCP
COVNG,33.547,-83.934,Porterdale,FFC,772,Mesonet
COVV2,37.798,-79.993,COVINGTON,RNK,1250,Mesonet
COWN7,35.479,-83.327,COW MOUNTAIN RAWS,GSP,2390,DCP
COWS1,35.047,-81.856,COWPENS 4 NW,GSP,660,DCP
COWV2,37.792,-79.759,COWPASTURE R. NEAR CLIFTON FORGE,RNK,1015,Mesonet
CPAT1,35.633,-83.533,CHIMNEY PICNIC AREA,MRX,0,Mesonet
CPCT1,35.905,-87.099,Kingfield,OHX,0,DCP
CPHT1,34.992,-84.377,Copperhill TN,MRX,1445.3,UNKNOWN
CPMG1,34.63,-84.097,Suches 6SW,FFC,0,DCP
CPPT1,34.998,-84.376,COPPERHILL,MRX,1450,Mesonet
CPRT1,35.004,-84.387,COPPERHILL TN,MRX,1445,Mesonet
CPRV2,36.883,-82.617,NORTON,MRX,0,Mesonet
CRAK2,36.826,-84.192,Cumberland,JKL,1210,Mesonet
CRBV2,37.083,-80.4,CHRISTIANSBURG 1S COOP,RNK,2100,Mesonet
CRCT1,36.38,-83.047,Crockett Creek below Rogersville,MRX,0,Mesonet
CRDT1,36.336,-84.451,NEW RIVER AT CORDELL NR HUNTSVILLE 6SSE,MRX,0,DCP
CRFN7,35.361,-80.897,GAR CREEK AT SR 2074 NR CROFT #6531,GSP,658.6,DCP
CRGT1,35.914,-87.168,CRAIGFIELD,OHX,0,DCP
CRGV2,37.666,-79.911,CRAIG CREEK AT PARR,RNK,1005,DCP
CRKG1,33.965,-84.265,Norcross,FFC,869.4,DCP
CRKN7,35.526,-83.309,Oconaluftee,GSP,2040,Mesonet
CRKT1,36.169,-83.498,CHEROKEE DAM,MRX,1050,DCP
CRLG1,33.6,-85.083,Carrollton,FFC,995,COOP
CRLK2,38.115,-83.543,Cave Run Lake,JKL,680,DCP
CRLN7,35.163,-80.88,#13 USGS OFFICE,GSP,718.5,Mesonet
CRLSC,33.65,-85.05,Carrollton,FFC,0,Mesonet
CRMK2,37.501,-83.81,Cressmont,JKL,0,DCP
CRMN7,35.116,-80.914,#28 CROMPTON ST,GSP,604,Mesonet
CRMT1,35.422,-86.136,Rutledge Falls,OHX,0,DCP
CRNG1,34.43,-83.248,CARNESVILLE 4 N,GSP,880,Mesonet
CRNV2,37.805,-79.324,CORNWALL IFLOWS,RNK,975,Mesonet
CRRG1,34.6,-84.717,Carters,FFC,740,COOP
CRST1,36.015,-85.131,Crossville Exp Station,OHX,1810,COOP
CRTG1,34.204,-84.793,Cartersville,FFC,720,COOP
CRTSV,34.241,-84.87,Cassville,FFC,775,Mesonet
CRTT1,36.25,-85.95,Carthage,OHX,515,COOP
CRTV2,36.631,-80.146,CRITZ IFLOWS,RNK,1160,Mesonet
CRWN7,35.388,-82.812,CHAMPION WELL NR CRUSO HW-047,GSP,3148,DCP
CRWV2,37.321,-80.273,CRAWFORDS RIDGE IFLOWS,RNK,2200,Mesonet
CRYG1,34.44,-85.103,Curryville,FFC,650,COOP
CSBV2,38.135,-79.865,CASSIDY BRIDGE IFLOWS,RNK,1943,Mesonet
CSFT1,36.369,-83.899,CHUCK SWAN STATE FOREST,MRX,1500,DCP
CSG,32.516,-84.942,COLUMBUS AIRPORT,FFC,0,ASOS/AWOS
CSMA1,34.287,-85.969,Crossville,HUN,1195,Mesonet
CSMT1,36.2,-84.233,LAKE CITY,MRX,0,Mesonet
CSPK2,36.883,-83.017,Closplint,JKL,1800,Mesonet
CSPS1,34.862,-81.841,CROFT STATE PARK NR WHITE STONE WELL,GSP,605,DCP
CSQG1,34.619,-83.529,SOQUE RIVER AT GA 197 NR CLARKSVILLE,GSP,1300,DCP
CSRN7,35.493,-81.682,CASAR 4 SW,GSP,890,DCP
CSST1,35.918,-84.997,CROSSVILLE AREA OFFICE RAWS,OHX,0,DCP
CSTS1,34.685,-81.196,CHESTER 1 SE,GSP,560,Mesonet
CSTT1,35.705,-86.487,Christiana,OHX,750,Mesonet
CSV,35.954,-85.082,CROSSVILLE MUNICIPAL AIRPORT,OHX,1867,ASOS/AWOS
CSVT1,36.014,-85.134,Crossville NCDC CRN Site,OHX,0,DCP
CSYK2,37.49,-84.02,CRESSY,JKL,720,Mesonet
CTBS1,34.836,-80.88,CATAWBA 3 E,GSP,445,DCP
CTET1,36.181,-87.337,Charlotte,Dickson City,OHX,UNKNOWN
CTFN7,35.578,-83.261,TROUT FARM,GSP,2576,Mesonet
CTHG1,34.577,-83.636,CHATTAHOOCHEE RIVER NR LEAF,GSP,1219,DCP
CTHS1,35.107,-81.043,#59 CAMP THUNDERBIRD,GSP,610,Mesonet
CTHT1,36.248,-85.955,Carthage,OHX,437.5,DCP
CTLV2,38.208,-79.872,CHESTNUT LEVELS,RNK,3600,Mesonet
CTNG1,34.207,-84.504,Canton,FFC,885,COOP
CTNN7,35.548,-82.829,CANTON,GSP,2860,DCP
CTNS1,34.472,-81.884,CLINTON,GSP,630,Mesonet
CTNT1,35.161,-85.32,CHATTANOOGA,MRX,0,Mesonet
CTOG1,34.336,-85.445,Chattoogaville,FFC,0,Mesonet
CTPN7,35.522,-82.848,CANTON,GSP,2581.7,DCP
CTRG1,34.616,-84.671,Carters Dam,FFC,1070,DCP
CTRT1,35.75,-87.433,Centerville,OHX,660,COOP
CTSG1,34.604,-84.691,Carters Re-Regulation Lake,FFC,651,DCP
CTSK2,37.069,-83.177,Hyden,JKL,2160,Mesonet
CTVG1,34.143,-84.839,Cartersville,FFC,650.8,DCP
CTWG1,33.996,-85.265,Cedartown,FFC,758.9,UNKNOWN
CTWV2,37.468,-80.005,CATAWBA CREEK NEAR CATAWBA,VA,RNK,UNKNOWN
CUBV2,37.079,-78.764,CUB CREEK AT PHENIX,RNK,385,DCP
CUJN7,35.068,-83.249,CULLASAJA RVR @ SR 1620,GSP,3230,DCP
CULA1,34.18,-86.85,Cullman AWIS,HUN,800,Mesonet
CULN7,35.326,-83.191,WCU WATER PLANT,GSP,2192,Mesonet
CUMG1,34.229,-84.127,Cumming,FFC,1295,COOP
CUWN7,35.317,-83.2,JACKSON CO RAWS,GSP,2800,DCP
CUXA1,34.196,-86.796,Cullman Ag Station,HUN,796,DCP
CVDS1,35.034,-82.515,MARIETTA,GSP,1120,Mesonet
CVEN7,36.21,-81.778,VALLE CRUCIS IFLOWS,RNK,2503,Mesonet
CVGV2,37.789,-80.001,COVINGTON CITY PARK,RNK,1235,DCP
CVLA1,34.277,-85.913,Collinsville - Sells,HUN,0,Mesonet
CVLG1,34.163,-84.728,Allatoona Dam,FFC,975,UNKNOWN
CVLT1,35.22,-84.798,CLEVELAND,MRX,800,Mesonet
CVLV2,36.95,-82.15,CLEVELAND,MRX,0,Mesonet
CVMV2,37.038,-80.979,COVE MTN IFLOWS,RNK,1920,Mesonet
CVNG1,33.583,-85.217,Covington Georgia Power,FFC,0,Mesonet
CWAN7,35.432,-80.962,COWANS FORD DAM,GSP,660,Mesonet
CWON7,35.305,-80.945,#61 COULWOOD MIDDLE SCHOOL,GSP,685,Mesonet
CWPN7,35.463,-82.9,W FRK PIGEON RVR NR BETHEL,GSP,2680,DCP
CWTG1,34.758,-84.764,Chatsworth,FFC,720,COOP
CYCK2,37.865,-83.934,Clay City,JKL,630,DCP
CYNG1,34.814,-83.306,CHATTOOGA RVR 7 SE CLAYTON,GSP,1166,DCP
DACG1,34.01,-83.894,Dacula,FFC,935,DCP
DADT1,35.998,-84.823,HEBBERTSBURG,OHX,0,DCP
DAEV2,37.417,-79.936,DALEVILLE IFLOWS,RNK,1218,DCP
DAHG1,34.529,-83.99,Dahlonega,FFC,1360,COOP
DAHT1,36.533,-85.45,DALE HOLLOW DAM,OHX,651,UNKNOWN
DALG1,33.988,-84.748,Dallas,FFC,1100,COOP
DALN7,36.299,-80.431,LITTLE YADKIN R. AT DALTON NR PINNACLE,RNK,814,DCP
DALTN,34.77,-84.97,Dalton,FFC,0,Mesonet
DAN,36.573,-79.336,DANVILLE ASOS,RNK,571,ASOS/AWOS
DANG1,34.117,-83.304,Danielsville,FFC,780,Mesonet
DARN7,35.351,-82.779,DAVIDSON RIVER RAWS,GSP,3210,DCP
DARV2,37.06,-82.494,POUND 10SE NEAR DARWIN,MRX,1726,Mesonet
DATEN,35.49,-85.02,Dayton,FFC,0,Mesonet
DAVG1,32.976,-82.61,Davisboro,FFC,270,DCP
DAVN7,35.273,-82.706,DAVIDSON RVR SG,GSP,2115,DCP
DAVT1,36.374,-86.439,Gallatin,OHX,0,COOP
DAYT1,35.484,-85.037,DAYTON,MRX,865,Mesonet
DBLG1,32.55,-82.917,Dublin,FFC,230,COOP
DBLT1,35.531,-86.769,DOUBLE BRIDGES,OHX,0,DCP
DBNG1,32.544,-82.895,Dublin,FFC,149.1,UNKNOWN
DCCT1,35.568,-84.789,DECATUR,MRX,750,Mesonet
DCKT1,36.067,-87.383,Dickson,OHX,780,COOP
DCNG1,34.541,-83.623,Cornelia,FFC,1128.5,DCP
DCRT1,35.184,-87.042,DOVER - CROSS CREEKS NATIONAL WILDLIFE REFUGE,OHX,0,Mesonet
DCTA1,34.566,-86.954,Decatur COOP,HUN,575,Mesonet
DCTG1,31.654,-81.828,Doctortown,FFC,0,DCP
DCU,34.653,-86.945,Decatur ASOS / Pryor Field,HUN,0,ASOS/AWOS
DECA1,34.613,--86.974,TENNESSEE RIVER AT DECATUR,HUN,0,DCP
DECT1,35.522,-84.796,DECATUR,MRX,0,DCP
DELS1,34.884,-82.294,DEL NORTE,GSP,839,Mesonet
DELT1,35.887,-82.974,DEL RIO,MRX,0,Mesonet
DENV2,36.588,-78.899,DENNISTON,RNK,315,DCP
DERN7,35.295,-80.796,#54 DERITA ELEM SCHOOL,GSP,825,Mesonet
DERT1,35.963,-85.281,DEROSSETT,OHX,0,Mesonet
DFNK2,37.342,-82.397,DRAFFIN,JKL,800,Mesonet
DFYG1,33.017,-83.727,Dames Ferry,FFC,320,DCP
DGAG1,34.528,-83.94,Dahlonega,FFC,1128.6,DCP
DGLG1,33.733,-84.717,Douglasville,FFC,1050,COOP
DGLSV,33.75,-84.73,Douglasville,FFC,0,Mesonet
DHLG1,34.583,-84.0,Dahlonega,FFC,1390,COOP
DHLNG,34.52,-83.91,Dahlonega,FFC,0,Mesonet
DHTT1,36.547,-85.461,DALE HOLLOW DAM TAILWATER,OHX,0,DCP
DIAG1,34.79,-84.24,Dial,FFC,1790,DCP
DICG1,34.071,-84.13,Suwanee,FFC,0,DCP
DILN7,35.384,-83.292,DILLSBORO 3 NW,GSP,1920,DCP
DISV2,37.247,-80.855,DISMAL,RNK,4087,Mesonet
DIVN7,35.541,-81.703,DIVINEY RAIN,GSP,1109,Mesonet
DKBK2,37.5,-82.232,Majestic,JKL,2485,Mesonet
DKX,35.967,-83.883,KNOXVILLE DOWNTOWN ARPT.,MRX,0,ASOS/AWOS
DLBG1,34.629,-84.917,Sloan Bridge near Dalton,FFC,619,DCP
DLCG1,33.706,-84.293,Panthersville,FFC,0,DCP
DLHT1,36.541,-85.456,DALE HOLLOW DAM,OHX,0,DCP
DLLG1,33.933,-84.9,Dallas,FFC,0,Mesonet
DLLV2,37.104,-82.017,DRILL,MRX,0,Mesonet
DLNG1,34.788,-84.975,Dalton,FFC,695,DCP
DLPT1,35.363,-85.381,DUNLAP,MRX,0,Mesonet
DLPV2,37.803,-80.047,DUNLAP CREEK DCP,RNK,1294.7,DCP
DLSG1,33.943,-84.792,Dallas 3NE,FFC,0,DCP
DLTBK,34.76,-84.97,Dalton,FFC,0,Mesonet
DLTG1,34.75,-84.95,Dalton,FFC,700,COOP
DLTN1,34.78,-84.99,Dalton,FFC,0,Mesonet
DLTON,34.779,-84.984,Dalton,FFC,820,Mesonet
DLVK2,37.5,-83.783,Beattyville,JKL,1160,Mesonet
DLYN7,35.364,-83.247,DILLSBORO YARDS,GSP,1980,Mesonet
DMCN7,35.61,-82.287,DUNSMORE COVE NR RIDGECREST,GSP,2625,Mesonet
DMCT1,35.0,-84.383,COPPERHILL,MRX,0,Mesonet
DMCV2,36.626,-81.771,DAMASCUS,MRX,1935,UNKNOWN
DMEA1,34.334,-87.651,Dime,HUN,0,DCP
DMSV2,36.628,-81.791,DAMASCUS,MRX,1947,UNKNOWN
DNAN7,35.323,-82.38,DANA,GSP,2225,Mesonet
DNBN7,36.417,-80.207,DANBURY,RNK,840,Mesonet
DNGV2,36.831,-82.461,CLINCH RIVER AT DUNGANNON,MRX,1312,Mesonet
DNL,33.466,-82.039,Augusta - Daniel Field Airport,FFC,0,ASOS/AWOS
DNLG1,32.6,-83.25,Danville,FFC,450,COOP
DNNK2,37.954,-83.454,Frenchburg,JKL,1180,Mesonet
DNNT1,35.198,-87.324,Dunn (3S Lawrenceburg),OHX,0,DCP
DNRN7,35.313,-82.872,DANIEL RIDGE,GSP,5400,Mesonet
DNVV2,36.587,-79.389,DANVILLE COOP,RNK,410,Mesonet
DOBN7,36.42,-80.714,DOBSON COOP,RNK,1210,Mesonet
DODT1,36.273,-85.423,DODSON CHAPEL,OHX,0,DCP
DOET1,36.344,-82.21,Elizabethton,MRX,1524.7,Mesonet
DOEV2,36.619,-80.548,DOE RUN CHURCH IFLOWS,RNK,1630,Mesonet
DOGG1,33.654,-84.821,Fairplay,FFC,855,DCP
DONG1,34.426,-84.212,Dawsonville,FFC,1203.9,DCP
DONT1,36.186,-86.633,Donelson,OHX,0,DCP
DOUV2,37.903,-79.8,DOUTHAT ST PK IFLOWS,RNK,1530,Mesonet
DOVT1,36.491,-87.839,Dover,OHX,400,UNKNOWN
DPGG1,33.647,-83.295,Dyar Pasture,FFC,0,DCP
DRAG1,33.938,-84.27,Doraville,FFC,1030,COOP
DRGV2,37.017,-82.683,FLAT GAP,MRX,0,Mesonet
DRNK2,37.342,-82.397,DRAFFIN,JKL,800,Mesonet
DRTK2,38.081,-83.209,Sandy Hook,JKL,1200,Mesonet
DRYV2,36.584,-80.344,DRY POND IFLOWS,RNK,1360,Mesonet
DSNG1,31.764,-84.253,Dawson 11E,FFC,0,DCP
DSPA1,34.492,-85.617,DeSoto State Park,HUN,1370,DCP
DSVG1,34.376,-84.06,Dawsonville 5SE,FFC,0,DCP
DTAS1,34.535,-81.548,DELTA,GSP,300,DCP
DTNTN,35.59,-84.94,Evensville,FFC,0,Mesonet
DUBG1,32.557,-82.9,Dublin,FFC,200,COOP
DUCS1,34.921,-82.13,DUNCAN,GSP,728,DCP
DUFV2,36.717,-82.8,DUFFIELD,MRX,0,Mesonet
DUGA1,34.705,-86.512,Big Cove Creek / Haden,HUN,0,DCP
DUGT1,35.962,-83.541,DOUGLAS DAM SEVIERVILLE,MRX,0,DCP
DUNT1,35.363,-85.381,Dunlap,MRX,700,Mesonet
DURS1,34.712,-82.162,FOUNTAIN INN 2 NE,GSP,640,DCP
DVDK2,37.606,-82.869,David,JKL,1260,Mesonet
DVLV2,36.563,-79.37,DANVILLE,RNK,395.2,DCP
DVRT1,36.482,-87.862,Dover,OHX,475,COOP
DVYN7,34.999,-83.859,DAVEY MOUNTAIN,MRX,2858,Mesonet
DWSG1,34.358,-84.114,Dawsonville,FFC,1022,DCP
DWVG1,34.417,-84.117,Dawsonville,FFC,1370,COOP
DWYK2,37.733,-82.733,Dewey Lake,JKL,0,DCP
